Time,A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (bar),Coolant Temperature (C),Engine Speed (rpm),Exhaust VVT Advance Angle Left (degrees),Exhaust VVT Advance Angle Right (degrees),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (estimated AFR),Fine Learning Knock Correction (degrees),Fuel Injector #1 Pulse Width (ms),Gear (Calculated)* (position),IAM (multiplier),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum* (count),Manifold Absolute Pressure (bar),Manifold Relative Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Vehicle Speed (km/h)
0,0.78,-5.47,14.70,38.43,0.090,84,2135,19,19,0.00,14.20,0.00,6.91,1,1.0000,16.00,12.30,13,19,20,15,1.080,0.070,44.88,1.57,26.67,12
31,0.78,-5.47,14.70,38.43,0.073,84,2154,20,19,0.00,14.20,0.00,6.91,1,1.0000,16.00,12.41,13,20,20,15,1.090,0.080,45.44,1.57,26.67,12
78,1.56,-5.47,14.81,38.43,0.073,84,2165,20,19,0.00,14.20,0.00,7.17,1,1.0000,16.00,12.93,13,20,21,15,1.100,0.090,46.73,1.57,27.06,13
129,2.34,-5.47,14.93,38.43,0.058,84,2205,20,20,0.00,14.22,0.00,7.42,1,1.0000,16.50,13.64,13,21,21,15,1.110,0.100,48.73,1.57,27.45,13
159,0.00,-5.47,14.93,38.43,0.038,84,2268,21,20,0.00,13.93,0.00,7.68,1,1.0000,17.00,14.52,13,22,22,15,1.130,0.120,50.59,1.57,27.45,14
187,0.00,-5.47,14.70,38.43,0.038,84,2304,22,20,0.00,13.93,0.00,7.68,1,1.0000,17.00,14.74,13,23,22,15,1.130,0.130,51.30,1.57,27.45,14
238,0.00,-5.47,14.59,38.04,0.022,84,2338,23,21,0.00,13.84,0.00,7.68,1,1.0000,17.50,14.96,13,23,22,15,1.140,0.130,52.03,1.57,27.45,15
284,0.00,-5.47,14.36,36.86,0.003,84,2399,25,22,0.00,13.82,0.00,7.94,1,1.0000,18.50,15.87,13,25,24,15,1.150,0.140,56.23,1.18,27.06,15
313,0.00,-5.47,14.24,29.80,0.003,84,2462,26,23,0.00,13.82,0.00,8.19,1,1.0000,19.00,16.81,13,26,25,15,1.160,0.150,57.25,1.18,26.27,16
344,0.00,-5.47,14.13,21.18,-0.081,84,2470,26,24,0.00,13.67,0.00,8.19,1,1.0000,19.00,16.86,13,27,27,15,1.160,0.160,58.12,0.78,25.49,16
373,0.00,-5.47,14.01,8.24,-0.081,84,2492,27,24,0.00,13.67,0.00,8.19,1,1.0000,19.00,17.02,13,28,27,15,1.160,0.150,58.12,0.78,21.57,17
399,0.00,-5.47,14.01,3.14,-0.766,84,2540,27,25,0.00,13.76,0.00,7.17,1,1.0000,20.50,15.18,13,29,28,15,1.060,0.060,50.46,0.00,15.69,17
427,0.00,-5.47,13.90,1.18,-0.766,84,2525,28,25,0.00,13.76,0.00,6.40,1,1.0000,22.00,13.47,13,30,29,15,0.970,-0.030,37.44,0.00,12.16,17
453,0.00,-5.47,13.67,0.78,-0.534,84,2502,29,25,0.00,17.23,0.00,5.63,1,1.0000,24.50,11.75,13,31,30,15,0.900,-0.100,20.23,0.00,11.37,18
479,-0.78,-5.47,13.44,1.18,-0.534,84,2466,29,26,0.00,17.23,0.00,4.86,1,1.0000,28.00,10.00,13,32,31,15,0.840,-0.160,17.68,0.00,10.59,18
507,-4.69,-5.47,13.09,1.96,-0.534,84,2390,29,26,0.00,17.23,0.00,4.35,1,1.0000,35.00,8.67,13,33,33,15,0.770,-0.230,15.89,0.00,10.59,18
533,-6.25,-5.47,12.98,2.75,-0.425,84,2356,29,26,0.00,16.37,0.00,3.84,1,1.0000,39.00,7.54,13,34,33,15,0.760,-0.250,13.58,0.00,10.20,19
565,-8.59,-5.47,12.75,3.92,-0.425,84,2315,28,26,0.00,16.37,0.00,3.84,1,1.0000,41.50,7.41,13,34,33,15,0.700,-0.310,13.04,0.00,9.80,19
593,-10.94,-5.47,12.52,7.45,-0.358,84,2279,28,25,0.00,15.95,0.00,3.07,1,1.0000,43.50,5.83,13,34,33,15,0.690,-0.320,11.44,0.00,9.41,19
630,-13.28,-5.47,12.40,15.29,-0.358,84,2247,27,24,0.00,15.95,0.00,2.56,1,1.0000,45.50,4.79,13,33,32,15,0.650,-0.350,10.21,0.00,10.20,19
679,-13.28,-4.69,12.52,21.57,0.181,84,2224,25,24,0.00,15.13,0.00,2.56,1,1.0000,48.00,4.74,13,30,32,15,0.630,-0.370,12.12,0.00,15.29,20
728,-12.50,-4.69,12.75,26.67,0.249,84,2200,25,23,0.00,12.23,0.00,4.10,1,1.0000,41.50,7.51,13,27,28,15,0.840,-0.170,47.05,0.00,22.35,20
768,-14.06,-5.47,13.21,29.41,0.249,84,2205,23,21,0.00,12.23,0.00,5.12,1,1.0000,32.50,9.41,13,25,25,15,0.960,-0.050,49.16,0.00,25.10,20
796,-14.06,-5.47,13.55,30.98,0.115,84,2260,22,21,0.00,13.24,0.00,5.38,1,1.0000,28.50,10.13,13,23,23,15,1.010,0.000,51.02,0.00,25.88,20
824,-13.28,-5.47,13.78,31.76,0.115,84,2296,22,20,0.00,13.24,0.00,5.63,1,1.0000,16.50,10.77,13,23,23,15,1.030,0.020,49.73,0.00,25.88,20
861,-12.50,-5.47,14.13,31.76,0.069,84,2286,22,20,0.00,14.16,0.00,5.89,1,1.0000,15.50,11.22,13,24,24,15,1.050,0.040,49.44,0.00,25.88,20
897,-11.72,-5.47,14.47,31.76,0.069,84,2298,22,20,0.00,14.16,0.00,6.14,1,1.0000,15.00,11.76,13,25,25,15,1.060,0.050,50.02,0.00,25.88,20
934,-10.16,-5.47,14.93,31.37,0.048,84,2294,22,20,0.00,14.56,0.00,6.40,1,1.0000,14.50,12.24,13,28,27,15,1.070,0.060,50.73,0.00,25.88,20
978,0.00,-5.47,15.50,30.98,0.021,84,2295,22,20,0.00,14.16,0.00,7.42,1,1.0000,14.00,14.20,13,29,30,15,1.080,0.080,51.88,0.00,25.88,20
1009,0.00,-5.47,16.54,31.37,0.021,84,2337,24,22,0.00,14.16,0.00,7.68,1,1.0000,14.00,14.96,13,32,31,15,1.100,0.090,53.04,0.00,25.88,21
1064,0.00,-5.47,17.00,31.76,0.002,84,2348,25,23,0.00,14.05,0.00,7.68,1,1.0000,14.00,15.03,13,33,34,15,1.110,0.100,53.47,0.00,25.88,21
1101,0.00,-5.47,16.54,38.43,0.030,84,2394,27,26,0.00,14.02,0.00,7.94,1,1.0000,13.50,15.83,13,35,36,15,1.120,0.110,56.52,0.39,25.88,21
1149,0.00,-5.47,15.85,41.57,0.030,84,2447,29,27,0.00,14.02,0.00,8.19,1,1.0000,13.50,16.70,13,37,38,15,1.140,0.130,57.54,0.39,26.27,21
1175,0.00,-5.47,15.04,45.10,0.066,84,2471,31,28,0.00,13.53,0.00,8.45,1,1.0000,13.00,17.40,13,39,39,15,1.170,0.160,59.67,0.78,27.06,22
1231,0.00,-5.47,14.70,45.88,0.066,84,2500,32,29,0.00,13.53,0.00,8.70,1,1.0000,12.50,18.13,13,39,39,15,1.180,0.170,61.29,0.78,27.06,22
1280,0.00,-5.47,14.24,47.06,0.064,84,2521,33,30,0.00,13.37,0.00,8.96,1,1.0000,12.00,18.82,13,40,40,15,1.220,0.210,63.71,0.78,28.24,22
1308,0.00,-5.47,13.78,48.24,0.059,84,2548,35,32,0.00,13.15,0.00,8.96,1,1.0000,11.50,19.03,13,41,41,15,1.250,0.240,65.66,0.78,28.63,23
1346,0.00,-5.47,13.67,48.24,0.059,84,2595,35,32,0.00,13.15,0.00,9.22,1,1.0000,11.50,19.93,13,41,40,15,1.270,0.260,67.14,0.78,28.63,23
1385,0.00,-5.47,13.44,47.84,0.044,84,2598,36,33,0.00,13.01,0.00,9.22,1,1.0000,11.50,19.95,13,40,40,15,1.280,0.280,69.69,0.78,29.41,23
1431,0.00,-5.47,13.32,47.84,0.015,84,2641,36,34,0.00,13.07,0.00,9.22,1,1.0000,11.50,20.28,13,40,40,15,1.300,0.300,71.22,0.78,29.02,23
1478,0.00,-5.47,13.21,47.45,0.015,84,2650,36,34,0.00,13.07,0.00,9.47,1,1.0000,11.00,20.92,13,40,40,15,1.320,0.310,72.24,0.78,29.02,24
1508,0.00,-5.47,13.21,47.06,-0.018,84,2666,36,34,0.00,13.00,0.00,9.73,1,1.0000,10.50,21.61,13,40,40,15,1.350,0.340,75.03,0.78,29.02,24
1545,0.00,-5.47,13.21,46.27,-0.060,84,2662,35,34,0.00,12.88,0.00,9.98,1,1.0000,10.00,22.14,13,40,40,15,1.360,0.350,76.51,0.39,29.02,24
1573,0.00,-5.47,13.21,41.96,-0.060,84,2675,35,34,0.00,12.88,0.00,10.24,1,1.0000,9.50,22.83,13,40,40,15,1.370,0.360,77.14,0.39,27.84,25
1599,0.00,-5.47,13.09,40.39,-0.133,84,2693,35,34,0.00,12.71,0.00,10.24,1,1.0000,9.50,22.98,13,40,40,15,1.370,0.360,78.19,0.00,27.06,25
1632,0.00,-5.47,13.09,40.00,-0.133,84,2700,35,34,0.00,12.71,0.00,10.24,1,1.0000,10.00,23.04,13,40,40,15,1.370,0.360,76.09,0.00,27.06,25
1671,0.00,-5.47,12.98,39.61,-0.130,84,2723,34,33,0.00,12.67,0.00,10.24,1,1.0000,11.00,23.24,13,40,39,15,1.370,0.360,76.09,0.00,26.67,26
1697,0.00,-5.47,12.86,40.00,-0.130,84,2762,34,33,0.00,12.67,0.00,10.24,1,1.0000,13.00,23.57,13,39,39,15,1.370,0.360,75.88,0.00,26.67,26
1723,0.00,-5.47,12.86,40.39,-0.130,84,2784,34,33,0.00,12.67,0.00,10.24,1,1.0000,14.00,23.76,13,39,39,15,1.360,0.360,75.45,0.00,26.67,26
1751,0.00,-5.47,12.75,40.39,-0.110,84,2790,33,33,0.00,12.59,0.00,9.98,1,1.0000,12.50,23.22,13,38,38,15,1.360,0.360,75.88,0.00,26.27,27
1777,0.00,-5.47,12.75,40.39,-0.110,84,2799,33,32,0.00,12.59,0.00,9.98,1,1.0000,15.50,23.29,13,38,38,15,1.360,0.350,75.24,0.00,26.67,27
1803,0.00,-5.47,12.75,40.39,-0.100,84,2850,32,32,0.00,12.61,0.00,9.98,1,1.0000,19.00,23.71,13,38,38,15,1.360,0.350,76.72,0.00,26.67,27
1829,0.00,-5.47,12.63,40.39,-0.100,84,2872,32,32,0.00,12.61,0.00,9.73,1,1.0000,22.50,23.29,13,38,38,15,1.350,0.350,74.65,0.00,26.67,28
1856,0.00,-5.47,12.75,40.39,-0.082,84,2900,32,32,0.00,12.67,0.00,9.73,1,1.0000,23.00,23.51,13,38,38,15,1.350,0.340,75.03,0.00,27.06,28
1883,0.00,-5.47,12.63,40.39,-0.082,84,2923,31,31,0.00,12.67,0.00,9.47,1,1.0000,23.00,23.07,13,38,38,15,1.350,0.340,75.45,0.00,27.06,28
1909,0.00,-5.47,12.63,40.39,-0.082,84,2960,30,30,0.00,12.67,0.00,9.47,1,1.0000,23.50,23.37,13,38,38,15,1.350,0.340,76.72,0.00,27.45,28
1936,0.00,-5.47,12.63,40.00,-0.073,84,2969,30,30,0.00,12.71,0.00,9.47,1,1.0000,23.50,23.44,13,39,39,15,1.350,0.340,77.35,0.00,27.45,29
1963,0.00,-5.47,12.75,38.43,-0.073,84,2988,29,29,0.00,12.71,0.00,9.47,1,1.0000,23.50,23.58,13,39,39,15,1.340,0.340,79.46,0.00,27.45,29
1991,0.00,-5.47,12.75,36.86,-0.094,84,3023,28,29,0.00,12.68,0.00,9.73,1,1.0000,23.50,24.51,13,40,39,15,1.340,0.330,80.93,0.00,27.45,29
2017,0.00,-5.47,12.75,35.69,-0.094,84,3029,28,29,0.00,12.68,0.00,9.73,1,1.0000,23.50,24.56,13,40,40,15,1.340,0.330,81.35,0.00,27.45,29
2065,0.00,-5.47,12.86,34.51,-0.094,84,3040,27,28,0.00,12.68,0.00,9.73,1,1.0000,23.50,24.64,13,40,40,15,1.330,0.330,81.98,0.00,26.67,30
2093,0.00,-5.47,12.75,34.51,-0.119,84,3072,26,27,0.00,12.64,0.00,9.73,1,1.0000,23.50,24.90,13,41,40,15,1.320,0.310,80.93,0.00,26.67,31
2119,0.00,-5.47,12.75,34.90,-0.104,84,3077,26,26,0.00,12.66,0.00,9.73,1,1.0000,23.50,24.94,13,41,41,15,1.310,0.310,81.77,0.00,26.67,31
2162,0.00,-5.47,12.63,35.29,-0.104,84,3100,25,26,0.00,12.66,0.00,9.73,1,1.0000,24.00,25.13,13,41,40,15,1.310,0.310,81.56,0.00,26.67,31
2200,0.00,-5.47,12.52,35.29,-0.095,84,3094,24,25,0.00,12.67,0.00,9.73,1,1.0000,24.00,25.08,13,41,40,15,1.310,0.310,80.93,0.00,26.67,32
2229,0.00,-5.47,12.52,34.90,-0.095,84,3120,23,24,0.00,12.67,0.00,9.47,1,1.0000,24.00,24.63,13,40,40,15,1.310,0.300,81.56,0.00,26.67,32
2257,0.00,-5.47,12.52,34.12,-0.091,84,3106,23,23,0.00,12.70,0.00,9.47,1,1.0000,24.00,24.51,13,41,40,15,1.310,0.300,81.77,0.00,26.67,32
2289,0.00,-5.47,12.40,30.59,-0.091,84,3126,23,23,0.00,12.70,0.00,9.47,1,1.0000,24.00,24.68,13,40,41,15,1.310,0.300,82.62,0.00,26.67,33
2326,0.00,-5.47,12.52,25.49,-0.189,84,3134,23,23,0.00,12.70,0.00,9.47,1,1.0000,24.00,24.74,13,40,41,15,1.300,0.300,80.93,0.00,26.27,33
2362,0.00,-5.47,12.52,18.43,-0.189,84,3135,22,23,0.00,12.70,0.00,9.22,1,1.0000,24.00,24.07,13,40,40,15,1.290,0.280,80.09,0.00,23.53,33
2404,0.00,-5.47,12.52,7.06,-0.703,84,3102,22,22,0.00,13.63,0.00,7.94,1,1.0000,25.00,20.52,13,41,40,15,1.180,0.180,69.86,0.00,18.43,34
2432,0.00,-5.47,12.29,0.00,-0.642,84,3054,22,22,0.00,15.40,0.00,6.66,1,1.0000,27.00,16.94,13,41,41,15,1.010,0.000,37.66,0.00,14.12,34
2461,0.00,-5.47,12.17,0.00,-0.642,84,2998,22,21,0.00,15.40,0.00,5.63,1,1.0000,30.00,14.07,13,41,40,15,0.950,-0.060,27.51,0.00,12.94,35
2499,-1.56,-5.47,11.94,0.00,-0.642,84,2882,21,21,0.00,15.40,0.00,4.61,1,1.0000,35.00,11.07,13,41,40,15,0.870,-0.140,21.64,0.00,11.76,35
2529,-8.59,-5.47,11.71,0.00,-0.510,84,2748,20,21,0.00,14.70,0.00,3.58,1,1.0000,40.50,8.21,13,40,39,15,0.780,-0.220,14.92,0.00,10.59,35
2565,-10.94,-5.47,11.48,0.00,-0.510,84,2687,18,15,0.00,14.70,0.00,3.07,1,1.0000,40.00,6.88,13,37,36,15,0.730,-0.270,13.62,0.00,10.20,35
2614,0.00,-5.47,11.25,0.00,-0.362,84,2598,9,9,0.00,16.45,0.00,0.77,1,1.0000,40.50,1.66,13,28,26,15,0.630,-0.380,11.04,0.00,9.80,36
2679,0.00,-4.69,11.48,0.00,-0.262,84,2488,3,3,0.00,15.85,0.00,0.77,1,1.0000,40.00,1.59,13,16,12,15,0.570,-0.430,9.18,0.00,9.02,36
2709,0.00,-4.69,11.94,0.00,-0.226,84,2442,1,2,0.00,15.28,0.00,0.77,1,1.0000,37.00,1.56,13,2,3,15,0.500,-0.500,7.77,0.00,8.63,36
2746,0.00,-4.69,12.17,0.00,-0.226,84,2424,1,2,0.00,15.28,0.00,0.77,1,1.0000,36.00,1.55,13,1,1,15,0.480,-0.530,7.69,0.00,8.63,36
2773,0.00,-4.69,12.40,0.00,-0.175,84,2404,1,2,0.00,15.11,0.00,0.77,2,1.0000,33.50,1.54,13,0,0,15,0.450,-0.560,7.03,0.00,7.84,36
2799,0.00,-4.69,12.63,0.00,-0.175,84,2371,1,2,0.00,15.11,0.00,0.77,2,1.0000,32.50,1.52,13,0,0,15,0.420,-0.580,6.43,0.00,7.84,36
2836,0.00,-4.69,12.86,0.00,-0.125,84,2352,1,1,0.00,15.04,0.00,0.77,2,1.0000,30.50,1.51,13,0,0,15,0.400,-0.610,5.12,0.00,7.45,36
2885,0.00,-6.25,13.09,0.00,-0.125,84,2329,1,2,0.00,15.04,0.00,0.77,2,1.0000,29.50,1.49,13,0,0,15,0.380,-0.630,5.58,0.00,7.06,36
2912,0.00,-6.25,13.55,0.00,-0.082,84,2292,1,2,0.00,14.92,0.00,0.77,2,1.0000,27.00,1.47,13,0,0,15,0.350,-0.660,5.26,0.00,7.06,36
2941,0.00,-6.25,13.78,2.75,-0.082,84,2282,1,2,0.00,14.92,0.00,1.54,2,1.0000,27.00,2.92,13,0,0,15,0.330,-0.670,5.15,0.00,7.06,36
2981,0.00,-6.25,14.13,13.33,-0.034,84,2254,1,2,0.00,14.84,0.00,1.54,2,1.0000,28.00,2.89,13,0,0,15,0.320,-0.680,5.22,0.00,7.06,36
3029,0.00,-6.25,14.47,24.71,0.680,84,2259,1,2,0.00,14.70,0.00,1.54,2,1.0000,29.50,2.89,13,2,1,15,0.310,-0.690,5.26,0.00,13.33,36
3065,0.00,-6.25,15.16,35.29,0.680,84,2281,1,2,0.00,14.70,0.00,3.58,2,1.0000,32.50,6.81,13,6,6,15,0.540,-0.470,35.99,0.00,23.14,35
3092,0.00,-5.47,15.96,43.14,0.542,84,2389,3,3,0.00,8.97,0.00,6.14,2,1.0000,27.00,12.23,13,10,8,15,0.760,-0.250,54.93,2.75,25.88,35
3119,0.00,-5.47,16.42,44.71,0.542,84,2480,4,3,0.00,8.97,0.00,7.17,2,1.0000,27.50,14.81,13,12,10,15,0.850,-0.160,56.67,2.75,27.06,35
3164,0.00,-5.47,17.11,45.10,0.356,84,2607,4,4,0.00,12.80,0.00,7.68,2,1.0000,26.50,16.68,13,14,14,15,0.900,-0.110,54.20,3.92,27.06,35
3216,0.00,-5.47,18.03,46.27,0.356,84,2762,7,5,0.00,12.80,0.00,8.19,2,1.0000,26.00,18.86,13,19,19,15,0.940,-0.070,50.30,3.92,27.45,35
3254,0.00,-5.47,17.11,45.49,0.378,84,2826,9,8,0.00,13.07,0.00,8.19,2,1.0000,25.50,19.29,13,28,25,16,0.970,-0.040,55.80,4.71,28.24,36
3296,0.00,-5.47,16.31,45.49,0.335,84,2765,12,10,0.00,12.94,0.00,8.70,2,1.0000,25.00,20.06,13,30,29,16,0.990,-0.020,55.22,5.88,28.24,36
3349,0.00,-5.47,15.39,45.88,0.335,84,2735,16,12,0.00,12.94,0.00,8.45,2,1.0000,25.00,19.26,13,34,33,16,1.010,0.010,55.51,5.88,27.84,36
3413,0.00,-5.47,14.59,47.45,0.290,84,2764,18,14,0.00,12.79,0.00,8.19,2,1.0000,25.50,18.87,13,38,36,16,1.040,0.040,56.81,6.67,28.24,36
3478,0.00,-5.47,13.90,48.63,0.283,84,2802,22,17,0.00,12.79,0.00,8.45,2,1.0000,25.50,19.72,13,41,40,16,1.090,0.080,58.86,7.84,29.02,37
3508,0.00,-5.47,13.32,47.84,0.253,84,2844,24,19,0.00,13.00,0.00,8.19,2,1.0000,25.50,19.41,13,42,42,16,1.130,0.120,61.45,8.63,29.41,37
3537,0.00,-5.47,13.09,47.84,0.214,84,2848,25,20,0.00,12.96,0.00,8.19,2,1.0000,25.50,19.44,13,42,42,16,1.150,0.140,62.74,9.02,29.41,37
3566,0.00,-5.47,12.86,48.24,0.214,84,2863,26,21,0.00,12.96,0.00,8.45,2,1.0000,25.50,20.16,13,42,42,16,1.160,0.150,63.88,9.02,29.41,37
3595,0.00,-5.47,12.63,48.24,0.193,84,2893,27,21,0.00,12.94,0.00,8.45,2,1.0000,25.50,20.37,13,42,42,16,1.170,0.170,64.68,9.02,29.80,37
3622,0.00,-5.47,12.40,48.24,0.193,84,2890,27,22,0.00,12.94,0.00,8.70,2,1.0000,25.50,20.96,13,41,42,16,1.190,0.190,66.14,9.02,30.20,37
3650,0.00,-5.47,12.17,48.63,0.166,84,2920,28,22,0.00,12.90,0.00,8.45,2,1.0000,25.50,20.56,13,41,41,16,1.210,0.200,68.16,9.02,30.59,37
3676,0.00,-5.47,11.94,48.63,0.166,84,2933,28,23,0.00,12.90,0.00,8.70,2,1.0000,25.00,21.28,13,41,41,16,1.220,0.210,69.52,9.02,30.59,37
3702,0.00,-5.47,12.06,48.63,0.166,84,2930,28,23,0.00,12.90,0.00,8.96,2,1.0000,12.00,21.88,13,41,41,16,1.240,0.230,71.56,9.02,30.59,38
3732,0.00,-5.47,12.17,48.63,0.138,84,2898,28,23,0.00,12.57,0.00,8.96,2,1.0000,12.00,21.64,13,41,41,16,1.250,0.240,72.91,9.02,30.98,38
3758,0.00,-5.47,12.29,48.63,0.138,84,2884,27,24,0.00,12.57,0.00,9.22,2,1.0000,11.50,22.15,13,41,41,16,1.270,0.270,74.10,9.02,30.98,38
3786,0.00,-5.47,12.40,48.63,0.074,84,2847,27,24,0.00,12.38,0.00,9.22,2,1.0000,11.00,21.87,13,41,41,16,1.300,0.290,77.14,8.63,30.59,38
