Time,A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Accelerator Pedal Angle (%),Boost Error* (bar),Coolant Temperature (C),Engine Speed (rpm),Exhaust VVT Advance Angle Left (degrees),Exhaust VVT Advance Angle Right (degrees),Feedback Knock Correction (1-byte)** (degrees),Final Fueling Base (2-byte)* (estimated AFR),Fine Learning Knock Correction (degrees),Fuel Injector #1 Pulse Width (ms),Gear (Calculated)* (position),IAM (multiplier),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (C),Intake VVT Advance Angle Left (degrees),Intake VVT Advance Angle Right (degrees),Knock Sum* (count),Manifold Absolute Pressure (bar),Manifold Relative Pressure (bar),Mass Airflow (g/s),Primary Wastegate Duty Cycle (%),Throttle Opening Angle (%),Vehicle Speed (km/h)
15466,0.00,-5.47,11.14,50.59,-0.048,86,3680,20,19,0.00,11.63,0.00,11.78,4,1.0000,23.00,36.11,9,32,32,16,1.470,0.470,110.64,0.00,36.86,109
15493,0.00,-5.47,11.14,50.59,-0.049,86,3690,20,19,0.00,11.64,0.00,11.78,4,1.0000,23.00,36.21,9,32,32,16,1.470,0.470,108.32,0.00,36.86,109
15520,0.00,-5.47,11.25,50.59,-0.049,86,3656,20,19,0.00,11.64,0.00,11.78,4,1.0000,23.00,35.88,9,32,32,16,1.470,0.460,107.54,0.00,36.86,109
15545,0.00,-5.47,11.25,50.59,-0.046,86,3671,20,19,0.00,11.68,0.00,11.78,4,1.0000,23.00,36.02,9,32,31,16,1.470,0.470,109.18,0.00,36.86,109
15573,0.00,-5.47,11.25,50.59,-0.046,86,3660,20,19,0.00,11.68,0.00,11.78,4,1.0000,23.00,35.92,9,32,31,16,1.470,0.460,109.14,0.00,36.86,109
15599,0.00,-5.47,11.25,50.59,-0.056,86,3667,20,20,0.00,11.68,0.00,11.78,4,1.0000,23.00,35.98,9,32,31,16,1.470,0.460,110.94,0.00,36.86,109
15625,0.00,-5.47,11.37,50.59,-0.056,86,3693,20,20,0.00,11.68,0.00,11.78,4,1.0000,23.00,36.24,9,32,32,16,1.470,0.460,111.24,0.00,36.86,110
15653,0.00,-5.47,11.37,50.59,-0.056,86,3672,19,20,0.00,11.68,0.00,11.78,4,1.0000,23.00,36.04,9,32,32,16,1.470,0.470,109.74,0.00,36.86,110
15676,0.00,-5.47,11.37,50.59,-0.049,86,3693,20,19,0.00,11.63,0.00,11.78,4,1.0000,23.00,36.24,9,32,32,16,1.470,0.460,108.58,0.00,36.86,110
15703,0.00,-5.47,11.25,50.59,-0.049,86,3675,20,19,0.00,11.63,0.00,11.78,4,1.0000,23.00,36.07,9,32,32,16,1.470,0.460,111.54,0.00,36.47,110
15743,0.00,-5.47,11.25,50.59,-0.049,86,3678,20,20,0.00,11.61,0.00,12.03,4,1.0000,23.00,36.87,9,32,32,16,1.470,0.460,109.18,0.00,36.86,110
15769,0.00,-5.47,11.25,50.59,-0.049,86,3703,20,19,0.00,11.61,0.00,12.03,4,1.0000,23.00,37.13,9,32,32,16,1.470,0.460,112.74,0.00,36.86,110
15794,0.00,-5.47,11.25,50.59,-0.049,86,3683,20,20,0.00,11.58,0.00,12.03,4,1.0000,22.50,36.93,9,32,32,16,1.470,0.460,114.54,0.00,36.86,110
15823,0.00,-5.47,11.25,50.59,-0.049,86,3711,20,20,0.00,11.58,0.00,12.03,4,1.0000,23.00,37.21,9,32,32,16,1.470,0.460,110.34,0.00,36.86,110
15849,0.00,-5.47,11.14,50.59,-0.049,86,3686,19,20,0.00,11.58,0.00,12.03,4,1.0000,23.00,36.96,9,32,32,16,1.470,0.460,109.44,0.00,36.86,110
15876,0.00,-5.47,11.14,50.59,-0.049,86,3694,20,19,0.00,11.61,0.00,11.78,4,1.0000,23.00,36.25,9,32,32,16,1.470,0.460,109.18,0.00,36.86,110
15903,0.00,-5.47,11.14,50.59,-0.049,86,3712,20,20,0.00,11.61,0.00,11.78,4,1.0000,23.00,36.43,9,32,31,16,1.470,0.460,110.64,0.00,36.86,111
15929,0.00,-5.47,11.14,50.59,-0.050,86,3692,20,20,0.00,11.64,0.00,11.78,4,1.0000,23.00,36.23,9,32,31,16,1.470,0.460,110.34,0.00,36.86,111
15956,0.00,-5.47,11.14,50.59,-0.050,86,3696,19,20,0.00,11.64,0.00,11.78,4,1.0000,23.00,36.27,9,32,32,16,1.470,0.460,112.14,0.00,36.86,111
15989,0.00,-5.47,11.14,50.59,-0.050,86,3722,19,20,0.00,11.64,0.00,11.78,4,1.0000,23.50,36.53,9,32,32,16,1.470,0.460,109.44,0.00,36.86,111
16015,0.00,-5.47,11.14,50.59,-0.050,87,3726,19,20,0.00,11.64,0.00,11.78,4,1.0000,23.50,36.56,9,31,32,16,1.470,0.470,109.74,0.00,36.86,111
16064,0.00,-5.47,11.14,50.59,-0.050,87,3709,20,20,0.00,11.64,0.00,11.78,4,1.0000,23.50,36.40,9,31,32,16,1.470,0.470,110.94,0.00,36.86,111
16094,0.00,-5.47,11.14,50.59,-0.050,87,3741,20,19,0.00,11.65,0.00,11.78,4,1.0000,23.50,36.71,9,31,31,16,1.470,0.460,109.18,0.00,36.86,111
16125,0.00,-5.47,11.14,50.98,-0.042,87,3720,20,20,0.00,11.71,0.00,11.52,4,1.0000,23.50,35.72,9,31,31,16,1.470,0.460,109.74,0.00,36.86,111
16155,0.00,-5.47,11.14,50.98,-0.042,87,3723,20,19,0.00,11.71,0.00,11.78,4,1.0000,23.50,36.54,9,32,31,16,1.470,0.460,112.44,0.00,36.86,112
16197,0.00,-5.47,11.25,50.98,-0.043,87,3722,20,20,0.00,11.66,0.00,11.78,4,1.0000,23.50,36.53,9,32,31,16,1.470,0.460,112.44,0.00,36.86,112
16225,0.00,-5.47,11.25,50.98,-0.043,87,3751,20,19,0.00,11.66,0.00,11.78,4,1.0000,23.50,36.81,9,32,31,16,1.470,0.460,111.54,0.00,36.86,112
16265,0.00,-5.47,11.25,50.59,-0.050,87,3758,20,19,0.00,11.64,0.00,11.78,4,1.0000,23.50,36.88,9,32,31,16,1.470,0.470,112.44,0.00,37.25,112
16293,0.00,-5.47,11.25,50.59,-0.050,87,3733,19,19,0.00,11.64,0.00,11.78,4,1.0000,23.50,36.63,9,32,32,16,1.470,0.460,110.04,0.00,36.86,112
16324,0.00,-5.47,11.25,50.59,-0.048,87,3748,19,20,0.00,11.64,0.00,11.78,4,1.0000,23.50,36.78,9,32,31,16,1.470,0.460,113.64,0.00,36.86,112
16364,0.00,-5.47,11.14,50.59,-0.048,87,3756,19,20,0.00,11.64,0.00,12.03,4,1.0000,23.50,37.67,9,32,31,16,1.470,0.460,112.74,0.00,36.86,112
16391,0.00,-5.47,11.14,50.59,-0.058,87,3736,20,19,0.00,11.59,0.00,12.03,4,1.0000,23.00,37.46,9,32,32,16,1.470,0.460,114.24,0.00,36.08,112
16421,0.00,-5.47,11.14,50.59,-0.045,87,3762,20,20,0.00,11.61,0.00,12.03,4,1.0000,23.50,37.72,9,32,32,16,1.460,0.460,110.04,0.00,36.08,113
16452,0.00,-5.47,11.14,50.59,-0.045,87,3762,20,20,0.00,11.61,0.00,12.03,4,1.0000,23.50,37.72,9,31,32,16,1.460,0.460,111.84,0.00,36.47,113
16481,0.00,-5.47,11.14,50.59,-0.045,87,3733,20,20,0.00,11.65,0.00,11.78,4,1.0000,23.50,36.64,9,31,32,16,1.470,0.460,109.44,0.00,36.47,113
16514,0.00,-5.47,11.14,50.20,-0.055,87,3744,20,20,0.00,11.65,0.00,11.78,4,1.0000,24.00,36.75,9,31,31,16,1.470,0.460,110.04,0.00,36.47,113
16542,0.00,-5.47,11.14,50.20,-0.055,87,3751,20,20,0.00,11.65,0.00,11.52,4,1.0000,24.00,36.01,9,31,31,16,1.460,0.460,108.88,0.00,36.08,113
16586,0.00,-5.47,11.14,50.20,-0.059,87,3757,20,19,0.00,11.72,0.00,11.52,4,1.0000,24.00,36.07,9,31,32,16,1.460,0.450,109.74,0.00,36.08,113
16661,0.00,-5.47,11.25,49.80,-0.060,87,3780,20,20,0.00,11.73,0.00,11.52,4,1.0000,24.00,36.29,9,31,32,16,1.460,0.450,109.44,0.00,35.69,113
16695,0.00,-5.47,11.25,50.59,-0.045,87,3775,20,19,0.00,11.75,0.00,11.52,4,1.0000,24.00,36.24,9,32,32,16,1.450,0.450,110.64,0.00,36.08,114
16727,0.00,-5.47,11.37,50.59,-0.045,87,3780,20,20,0.00,11.75,0.00,11.78,4,1.0000,24.00,37.09,9,32,32,16,1.460,0.450,112.44,0.00,36.08,114
16755,0.00,-5.47,11.37,50.59,-0.047,87,3780,20,19,0.00,11.69,0.00,11.78,4,1.0000,24.00,37.09,9,32,32,16,1.450,0.450,110.34,0.00,36.08,114
16783,0.00,-5.47,11.25,50.59,-0.047,87,3778,20,20,0.00,11.69,0.00,11.52,4,1.0000,24.00,36.27,9,32,32,16,1.460,0.450,111.54,0.00,36.47,114
16811,0.00,-5.47,11.25,50.59,-0.047,87,3804,20,20,0.00,11.72,0.00,11.78,4,1.0000,24.50,37.33,9,32,32,16,1.460,0.450,112.44,0.00,36.47,114
16839,0.00,-5.47,11.14,50.59,-0.047,87,3799,20,19,0.00,11.72,0.00,11.78,4,1.0000,24.00,37.28,9,32,32,16,1.460,0.450,111.54,0.00,36.47,114
16867,0.00,-5.47,11.25,50.59,-0.052,87,3784,20,19,0.00,11.71,0.00,11.78,4,1.0000,24.00,37.13,9,32,32,16,1.460,0.450,111.54,0.00,36.47,114
16893,0.00,-5.47,11.25,50.59,-0.052,87,3795,20,20,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.24,9,32,32,16,1.460,0.450,112.74,0.00,36.47,114
16920,0.00,-5.47,11.14,50.59,-0.052,87,3817,19,20,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.46,9,32,32,16,1.460,0.450,111.84,0.00,36.47,115
16948,0.00,-5.47,11.25,50.59,-0.052,87,3799,19,20,0.00,11.70,0.00,11.78,4,1.0000,24.50,37.28,9,32,32,16,1.460,0.460,111.24,0.00,36.47,115
16976,0.00,-5.47,11.14,50.59,-0.052,87,3800,19,20,0.00,11.70,0.00,11.52,4,1.0000,24.50,36.48,9,32,32,16,1.460,0.450,112.14,0.00,36.47,115
17002,0.00,-5.47,11.25,50.59,-0.044,87,3817,19,19,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.46,9,32,32,16,1.460,0.450,112.44,0.00,36.47,115
17030,0.00,-5.47,11.25,50.20,-0.044,87,3820,19,19,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.49,9,32,32,16,1.460,0.460,111.54,0.00,36.47,115
17052,0.00,-5.47,11.25,50.20,-0.062,87,3796,20,19,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.26,9,32,32,16,1.460,0.460,112.74,0.00,36.08,115
17078,0.00,-5.47,11.25,50.20,-0.062,87,3804,20,20,0.00,11.71,0.00,11.78,4,1.0000,24.00,37.33,9,32,32,16,1.460,0.450,115.14,0.00,36.08,115
17106,0.00,-5.47,11.25,50.20,-0.062,87,3832,20,19,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.61,9,32,32,16,1.460,0.450,110.04,0.00,35.69,115
17129,0.00,-5.47,11.25,50.20,-0.056,87,3812,20,20,0.00,11.69,0.00,11.52,4,1.0000,24.50,36.59,9,32,32,16,1.450,0.450,110.94,0.00,35.69,115
17157,0.00,-5.47,11.14,50.20,-0.056,87,3817,20,19,0.00,11.69,0.00,11.78,4,1.0000,24.50,37.46,9,32,32,16,1.450,0.450,112.44,0.00,35.69,115
17193,0.00,-5.47,11.14,50.20,-0.051,87,3834,20,19,0.00,11.72,0.00,11.78,4,1.0000,24.50,37.62,9,32,31,16,1.450,0.450,111.84,0.00,36.08,115
17228,0.00,-5.47,11.25,50.20,-0.051,87,3824,20,19,0.00,11.72,0.00,11.78,4,1.0000,24.50,37.53,9,32,32,16,1.450,0.440,112.74,0.00,35.69,116
17255,0.00,-5.47,11.14,50.20,-0.048,87,3847,20,20,0.00,11.70,0.00,11.78,4,1.0000,24.50,37.75,9,32,32,16,1.450,0.450,113.94,0.00,36.08,116
17282,0.00,-5.47,11.25,50.20,-0.048,87,3830,20,20,0.00,11.70,0.00,11.78,4,1.0000,24.50,37.59,9,32,32,16,1.450,0.450,111.84,0.00,36.08,116
17310,0.00,-5.47,11.14,49.80,-0.060,87,3842,20,20,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.70,9,32,31,16,1.450,0.450,112.14,0.00,36.08,116
17338,0.00,-5.47,11.14,49.80,-0.060,87,3846,20,20,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.74,9,32,31,16,1.450,0.440,113.34,0.00,35.69,116
17366,0.00,-5.47,11.14,49.80,-0.057,87,3827,20,20,0.00,11.71,0.00,11.78,4,1.0000,24.50,37.55,9,32,31,16,1.450,0.440,112.44,0.00,35.69,116
17394,0.00,-5.47,11.14,49.80,-0.057,87,3832,20,19,0.00,11.71,0.00,11.52,4,1.0000,24.50,36.78,9,32,31,16,1.450,0.440,112.44,0.00,35.69,116
17422,0.00,-5.47,11.14,49.80,-0.057,87,3833,20,19,0.00,11.71,0.00,11.52,4,1.0000,25.00,36.80,9,32,31,16,1.440,0.440,113.64,0.00,35.29,116
17445,0.00,-5.47,11.14,49.80,-0.059,87,3863,20,20,0.00,11.74,0.00,11.78,4,1.0000,25.00,37.91,9,32,31,16,1.440,0.440,112.44,0.00,34.90,116
17473,0.00,-5.47,11.14,49.80,-0.059,87,3844,20,19,0.00,11.74,0.00,11.52,4,1.0000,25.00,36.90,9,32,31,16,1.440,0.440,110.94,0.00,34.90,116
17503,0.00,-5.47,11.14,49.80,-0.049,87,3846,20,20,0.00,11.79,0.00,11.52,4,1.0000,25.00,36.92,9,32,31,16,1.430,0.430,111.24,0.00,34.12,117
17532,0.00,-5.47,11.14,49.80,-0.049,87,3846,20,20,0.00,11.79,0.00,11.52,4,1.0000,25.00,36.92,9,32,31,16,1.430,0.430,110.64,0.00,34.51,117
17560,0.00,-5.47,11.14,49.80,-0.039,87,3864,19,19,0.00,11.83,0.00,11.52,4,1.0000,25.50,37.09,9,32,31,16,1.430,0.420,110.04,0.00,34.90,117
17586,0.00,-5.47,11.14,49.80,-0.039,87,3866,20,19,0.00,11.83,0.00,11.26,4,1.0000,25.50,36.29,9,32,31,16,1.430,0.430,110.64,0.00,35.29,117
17634,0.00,-5.47,11.14,49.80,-0.039,87,3871,20,19,0.00,11.83,0.00,11.52,4,1.0000,25.50,37.16,9,32,31,16,1.440,0.430,113.34,0.00,35.29,117
17719,0.00,-5.47,11.25,49.02,-0.055,87,3882,20,20,0.00,11.81,0.00,11.52,4,1.0000,25.50,37.27,9,32,31,16,1.440,0.430,110.04,0.00,34.51,117
17788,0.00,-5.47,11.14,42.75,-0.191,87,3868,19,20,0.00,11.90,0.00,11.26,4,1.0000,25.50,36.30,9,32,32,16,1.390,0.390,107.28,0.00,30.59,117
17818,0.00,-5.47,11.14,1.96,-0.545,87,3784,19,19,0.00,12.79,0.00,7.17,4,1.0000,29.50,22.60,9,33,33,16,1.020,0.020,57.54,0.00,16.47,118
17868,0.00,-5.47,11.14,0.00,-0.632,87,3765,19,19,0.00,15.55,0.00,5.63,4,1.0000,33.00,17.67,9,34,33,16,0.920,-0.080,38.93,0.00,15.29,118
17920,-5.47,-5.47,11.14,0.00,-0.430,87,3652,19,19,0.00,16.56,0.00,4.10,4,1.0000,40.50,12.47,9,34,34,16,0.780,-0.230,28.89,0.00,13.73,118
17951,-13.28,-5.47,11.14,0.00,-0.316,87,3622,17,16,0.00,15.79,0.00,2.82,4,1.0000,43.00,8.50,9,30,33,16,0.650,-0.360,21.06,0.00,12.16,118
17998,0.00,-5.47,11.14,0.00,-0.316,87,3582,16,13,0.00,15.79,0.00,0.77,4,1.0000,42.50,2.29,9,29,31,16,0.600,-0.400,18.07,0.00,11.76,118
18015,0.00,-5.47,11.14,0.00,-0.233,87,3520,14,9,0.00,15.33,0.00,0.77,4,1.0000,41.00,2.25,9,27,27,16,0.520,-0.490,13.98,0.00,10.59,118
18035,0.00,-4.69,11.25,0.00,-0.233,87,3484,13,8,0.00,15.33,0.00,0.77,4,1.0000,39.00,2.23,9,25,25,16,0.470,-0.540,11.59,0.00,9.80,118
18072,0.00,-4.69,11.71,0.00,-0.145,87,3459,10,4,0.00,15.09,0.00,0.77,4,1.0000,36.00,2.21,9,21,22,16,0.390,-0.620,6.96,0.00,9.02,118
18100,0.00,-4.69,12.52,0.00,-0.027,87,3351,6,2,0.00,14.70,0.00,0.77,4,1.0000,29.50,2.14,9,14,13,16,0.320,-0.690,7.57,0.00,8.63,117
18131,0.00,-4.69,12.75,0.00,0.005,87,3336,5,2,0.00,14.70,0.00,0.77,4,1.0000,28.50,2.14,9,12,13,16,0.310,-0.690,7.73,0.00,8.63,117
18158,0.00,-4.69,12.98,0.00,0.005,87,3289,5,2,0.00,14.70,0.00,0.77,4,1.0000,27.00,2.10,9,10,10,16,0.300,-0.700,8.21,0.00,8.63,117
18192,0.00,-4.69,13.09,0.00,0.005,87,3226,4,2,0.00,14.70,0.00,0.77,4,1.0000,25.50,2.06,9,9,9,16,0.300,-0.710,8.29,0.00,8.63,117
18219,0.00,-4.69,13.32,0.00,0.019,87,3197,3,1,0.00,14.70,0.00,0.77,4,1.0000,24.50,2.05,9,7,6,16,0.300,-0.710,8.21,0.00,8.63,117
18279,0.00,-4.69,13.55,0.00,0.019,87,3121,2,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,2.00,9,6,5,16,0.300,-0.710,8.01,0.00,8.63,117
18317,0.00,-2.34,14.13,0.00,0.022,87,2996,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.92,9,4,4,16,0.290,-0.710,7.85,0.00,8.63,117
18354,0.00,-2.34,14.59,0.00,0.020,87,2914,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.87,9,3,4,16,0.300,-0.710,8.17,0.00,8.24,117
18385,0.00,-2.34,15.16,0.00,0.013,87,2836,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.82,9,3,3,16,0.300,-0.710,8.09,0.00,8.24,117
18418,0.00,-2.34,16.19,0.00,0.013,87,2768,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.77,9,2,3,16,0.290,-0.710,7.37,0.00,8.24,117
18444,0.00,-2.34,16.88,0.00,0.010,87,2719,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.74,9,1,1,16,0.290,-0.710,7.61,0.00,7.84,116
18481,0.00,-2.34,17.23,0.00,0.013,87,2722,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.74,9,1,0,16,0.290,-0.720,7.33,0.00,7.84,116
18498,0.00,-2.34,17.80,0.00,0.013,87,2690,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.72,9,1,0,16,0.290,-0.720,7.14,0.00,7.84,116
18521,0.00,-2.34,19.29,0.00,0.016,87,2687,1,1,0.00,14.70,0.00,0.77,4,1.0000,24.00,1.72,9,0,0,16,0.280,-0.720,6.96,0.00,7.84,116
18545,0.00,-2.34,20.33,0.00,0.018,87,2653,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.70,9,0,0,16,0.280,-0.730,6.89,0.00,7.45,116
18563,0.00,-2.34,20.33,0.00,0.018,87,2662,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.70,9,0,0,16,0.270,-0.730,6.64,0.00,7.45,116
18595,0.00,-2.34,20.33,0.00,0.027,87,2641,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.69,9,1,0,16,0.270,-0.740,6.64,0.00,7.45,115
18608,0.00,-2.34,20.33,0.00,0.027,87,2632,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.68,9,0,0,16,0.260,-0.740,6.53,0.00,7.45,115
18673,0.00,-2.34,20.33,0.00,0.031,87,2619,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.68,9,1,0,16,0.260,-0.740,6.46,0.00,7.45,115
18691,0.00,-2.34,20.33,0.00,0.035,87,2608,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.67,9,0,0,16,0.260,-0.750,6.64,0.00,7.45,115
18710,0.00,-2.34,20.33,0.00,0.035,87,2581,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.65,9,1,0,16,0.260,-0.750,6.53,0.00,7.45,114
18743,0.00,-2.34,20.33,0.00,0.039,87,2572,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.65,9,1,0,16,0.250,-0.750,6.50,0.00,7.06,114
18769,0.00,-2.34,20.33,0.00,0.039,87,2583,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.65,9,1,0,16,0.250,-0.750,6.43,0.00,7.06,114
18796,0.00,-2.34,20.33,0.00,0.039,87,2580,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.65,9,0,0,16,0.250,-0.750,6.39,0.00,7.45,113
18825,0.00,-2.34,20.33,0.00,0.040,87,2577,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.65,9,1,0,16,0.250,-0.750,6.50,0.00,7.45,113
18851,0.00,-2.34,20.33,0.00,0.040,87,2555,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.64,9,1,0,16,0.250,-0.760,6.57,0.00,7.06,113
18878,0.00,-2.34,20.33,0.00,0.040,87,2552,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.63,9,1,0,16,0.250,-0.760,6.43,0.00,7.45,113
18905,0.00,-2.34,20.33,0.00,0.040,87,2548,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.63,9,1,0,16,0.250,-0.760,6.50,0.00,7.45,113
18954,0.00,-2.34,20.33,0.00,0.040,87,2546,0,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.63,9,1,0,16,0.250,-0.760,6.53,0.00,7.06,113
18981,0.00,-2.34,20.33,0.00,0.040,87,2556,0,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.64,9,1,0,16,0.250,-0.760,6.29,0.00,7.06,112
19021,0.00,-2.34,20.33,0.00,0.041,87,2553,0,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.63,9,1,0,16,0.250,-0.760,6.53,0.00,7.06,112
19041,0.00,-2.34,20.33,0.00,0.043,87,2530,1,1,0.00,14.70,0.00,0.77,5,1.0000,24.00,1.62,9,1,0,16,0.250,-0.760,6.36,0.00,7.45,112
